Usuario,Importe,Operacion,Categoria,Descripcion,Adjunto,Creacion,Fecha_operacion
Juanito,25,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1659726548/conta-fam/yeyaefpiylxhc5mv3opk.jpg,"August 5, 2022 2:09 PM","August 4, 2022"
Juanito,12,Gasto,Otros,"Mi menú ",,"August 5, 2022 9:56 PM","August 5, 2022"
Juanito,13,Gasto,Bodega,"Esponja,huevos,palta",,"August 5, 2022 9:56 PM","August 5, 2022"
Juanito,30,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1659754665/conta-fam/m3uqod9febr0nh8iqyqu.jpg,"August 5, 2022 9:57 PM","August 5, 2022"
Juanito,25,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1659754715/conta-fam/fi94togbugh4z18dqqo7.jpg,"August 5, 2022 9:58 PM","August 5, 2022"
Juanito,43,Gasto,Bodega,"Papas, paltas,bellacos,fruta, lavavajilla,tomate,cebolla,galletas, pan, pimienta.",,"August 8, 2022 11:12 PM","August 8, 2022"
Juanito,35,Gasto,Bodega,"Leche,lenteja,palta,pan, fideos, huevos,ajo, pimienta, pimiento.",,"August 9, 2022 11:46 PM","August 9, 2022"
Juanito,45,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1660106805/conta-fam/zhruaweur3rjdbhwramp.jpg,"August 9, 2022 11:46 PM","August 9, 2022"
Luchita,28,Gasto,Bodega,"Sábado tienda ",https://res.cloudinary.com/gscloudinary/image/upload/v1660182105/conta-fam/gtsd1blkxo0px2zkmljq.jpg,"August 10, 2022 8:41 PM","July 30, 2022"
Luchita,43,Gasto,Bodega,Pollo mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1660182439/conta-fam/pf3l5fcuqcvlepcbyrcm.jpg,"August 10, 2022 8:47 PM","July 31, 2022"
Luchita,7,Gasto,Bodega,Palta y otros,https://res.cloudinary.com/gscloudinary/image/upload/v1660182478/conta-fam/kssvjyokifomvflj4ghb.jpg,"August 10, 2022 8:47 PM","July 31, 2022"
Luchita,152.39,Gasto,Mantenimiento,"Mantenimiento edificio ",https://res.cloudinary.com/gscloudinary/image/upload/v1660182656/conta-fam/e5qisf7ogshzk0ab8ffn.jpg,"August 10, 2022 8:50 PM","August 4, 2022"
Luchita,17.8,Gasto,Mantenimiento,Contingencia edificio,https://res.cloudinary.com/gscloudinary/image/upload/v1660182714/conta-fam/de2apyzzptyvqqnxjssc.jpg,"August 10, 2022 8:51 PM","August 4, 2022"
Luchita,74,Gasto,Internet,Internet,https://res.cloudinary.com/gscloudinary/image/upload/v1660182837/conta-fam/hyrnyjo4kla0emtqc4mb.jpg,"August 10, 2022 8:53 PM","August 10, 2022"
Luchita,31.19,Gasto,Bodega,"TOTTUS BISTEC, JABONES",https://res.cloudinary.com/gscloudinary/image/upload/v1660182981/conta-fam/gfpknovdyelbr6ucelk8.jpg,"August 10, 2022 8:56 PM","August 8, 2022"
Juanito,14,Gasto,Farmacia,"Para la presión ",,"August 10, 2022 9:47 PM","August 10, 2022"
Juanito,21,Gasto,Bodega,"Avena,atún,pan, basura,sal",,"August 10, 2022 9:48 PM","August 10, 2022"
Juanito,45,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1660186160/conta-fam/mqdrlvf5hyvv3dtykmow.jpg,"August 10, 2022 9:49 PM","August 10, 2022"
Juanito,45,Gasto,Bodega,"Huevos, hogdog,queso, cebolla cebolla, tomate, pimiento, mandarina, plátanos, bellacos,2paltas,pan, servilletas, papel toalla ",,"August 11, 2022 11:11 PM","August 11, 2022"
Juanito,35,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1660277515/conta-fam/zbb7mecokbcpcdsg95ke.jpg,"August 11, 2022 11:11 PM","August 11, 2022"
Juanito,20,Gasto,Bodega,"Leche,café,palta,pan",,"August 12, 2022 10:04 PM","August 12, 2022"
Juanito,27,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1660359959/conta-fam/kjvt6xqy7rwwewvn0bkp.jpg,"August 12, 2022 10:06 PM","August 12, 2022"
Juanito,33,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1660359993/conta-fam/g1e7nldmfuhfhwd12kfl.jpg,"August 12, 2022 10:06 PM","August 12, 2022"
Luchita,28.2,Gasto,Bodega,POLLO MERCADO,https://res.cloudinary.com/gscloudinary/image/upload/v1660524207/conta-fam/j68ckzs7tkfynlb74tvu.jpg,"August 14, 2022 7:43 PM","August 14, 2022"
Luchita,5,Gasto,Bodega,Queso,https://res.cloudinary.com/gscloudinary/image/upload/v1660524311/conta-fam/qsaaghpn41iihowyyhur.jpg,"August 14, 2022 7:45 PM","August 14, 2022"
Luchita,7.7,Gasto,Bodega,Verdura,,"August 14, 2022 7:46 PM","August 14, 2022"
Claudia,1400,Ingreso,Depósito,Pago casa agosto,,"August 15, 2022 11:07 PM","August 2, 2022"
Claudia,1400,Gasto,Casa,Pago casa agosto,,"August 15, 2022 11:07 PM","August 15, 2022"
Claudia,200,Ingreso,Depósito,"Aporte JL Claudia agosto ",,"August 15, 2022 11:08 PM","August 15, 2022"
Luchita,10.1,Gasto,Bodega,Bodega mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1660624927/conta-fam/g8yvahbjocuwwuonq4zo.jpg,"August 15, 2022 11:42 PM","August 14, 2022"
Luchita,20.7,Gasto,Bodega,Fruta y otros mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1660625087/conta-fam/xv3fvjitrgcze3pj5dri.jpg,"August 15, 2022 11:44 PM","August 14, 2022"
Luchita,13,Gasto,Bodega,Compras domingo noche,https://res.cloudinary.com/gscloudinary/image/upload/v1660625178/conta-fam/sfsso2trvtieo7cozv7b.jpg,"August 15, 2022 11:46 PM","August 14, 2022"
Luchita,71.54,Gasto,Bodega,Plaza vea,https://res.cloudinary.com/gscloudinary/image/upload/v1660625260/conta-fam/vfzby37niwfs8wxlbpde.jpg,"August 15, 2022 11:47 PM","August 15, 2022"
Juanito,30,Gasto,Bodega,"Huevos,café,cereal,palta, zanahoria ",,"August 16, 2022 12:18 AM","August 15, 2022"
Juanito,50,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1660627173/conta-fam/bcevbty8nxvvkkok0rfl.jpg,"August 16, 2022 12:19 AM","August 15, 2022"
Juanito,20,Gasto,Bodega,"Atúnes,pan,palta,limones",,"August 16, 2022 8:47 PM","August 16, 2022"
Juanito,60,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1660700933/conta-fam/okjyv44apzopkmjsygk7.jpg,"August 16, 2022 8:48 PM","August 16, 2022"
Luchita,65,Gasto,Celular,"Celular de Juan ",https://res.cloudinary.com/gscloudinary/image/upload/v1660702460/conta-fam/a5lg0rma7w7oca6mcmey.jpg,"August 16, 2022 9:14 PM","August 16, 2022"
Juanito,30,Gasto,Bodega,"Huevos,avena,paltas",,"August 18, 2022 9:00 AM","August 17, 2022"
Juanito,50,Ingreso,Depósito,Yape a luchi,https://res.cloudinary.com/gscloudinary/image/upload/v1660831273/conta-fam/ryobgoys02lgrqkg38gw.jpg,"August 18, 2022 9:01 AM","August 17, 2022"
Luchita,28.33,Gasto,Bodega,"Compras en Tottus,  bistec y otros",https://res.cloudinary.com/gscloudinary/image/upload/v1660871461/conta-fam/bhnkx2mrnvginztt8snh.jpg,"August 18, 2022 8:11 PM","August 17, 2022"
Luchita,32.37,Gasto,Bodega,"Espinaca, albahaca,  aceita, queso parmesano y otros",https://res.cloudinary.com/gscloudinary/image/upload/v1660871520/conta-fam/afjpo0suyd5f9lpbpvqj.jpg,"August 18, 2022 8:12 PM","August 18, 2022"
Juanito,20,Gasto,Bodega,"Pollo, palta,pan,pecanas",,"August 19, 2022 2:19 PM","August 18, 2022"
Juanito,50,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1660936801/conta-fam/t1nffbpgrliqy5rmexmm.jpg,"August 19, 2022 2:20 PM","August 18, 2022"
Juanito,10,Gasto,Bodega,"Shampoo, paltas ",,"August 19, 2022 8:43 PM","August 19, 2022"
Juanito,70,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1660959842/conta-fam/zx74ocawn47euvbsotwr.jpg,"August 19, 2022 8:44 PM","August 19, 2022"
Juanito,41,Gasto,Bodega,"Huevos, arroz, azúcar,3paltas, hogdog, bellacos,pan",,"August 23, 2022 9:09 AM","August 22, 2022"
Juanito,39,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1661263824/conta-fam/jpbrwuokhhmrwzfhpuyb.jpg,"August 23, 2022 9:10 AM","August 22, 2022"
Luchita,16.7,Gasto,Bodega,"Filetes de pollo, mercado",https://res.cloudinary.com/gscloudinary/image/upload/v1661280969/conta-fam/ailj5trgj8gnblsndqoq.jpg,"August 23, 2022 1:56 PM","August 19, 2022"
Luchita,5,Gasto,Bodega,Fruta mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1661281026/conta-fam/ceekdr2xbihpmmspxxig.jpg,"August 23, 2022 1:57 PM","August 19, 2022"
Juanito,8,Gasto,Farmacia,"Pastillas Luchi ",,"August 24, 2022 9:07 AM","August 23, 2022"
Juanito,24,Gasto,Bodega,"Pan, paltas, pepino,cebolla,menestra, canela y clavo",,"August 24, 2022 9:08 AM","August 23, 2022"
Juanito,48,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1661350164/conta-fam/a1pew2xhlnahxn8aob0e.jpg,"August 24, 2022 9:09 AM","August 23, 2022"
Juanito,32,Gasto,Bodega,"Pollo, mandarina, huevos,pasas,paltas,papa, zanahoria ",,"August 24, 2022 11:35 PM","August 24, 2022"
Juanito,40,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1661402147/conta-fam/fmdhcqkmjdkx1kde51ls.jpg,"August 24, 2022 11:35 PM","August 24, 2022"
Juanito,8,Ingreso,Depósito,"Yape a Luchi ",,"August 24, 2022 11:36 PM","August 24, 2022"
Juanito,10,Gasto,Bodega,"Paltas,leche",,"August 26, 2022 8:55 AM","August 25, 2022"
Juanito,70,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1661522142/conta-fam/bbrypbxfkgvauy1tvxon.jpg,"August 26, 2022 8:55 AM","August 25, 2022"
Luchita,243.3,Ingreso,Efectivo,Pago de luz del sur,https://res.cloudinary.com/gscloudinary/image/upload/v1661647799/conta-fam/gfpouzzw0rnklzt8o7ig.jpg,"August 27, 2022 7:49 PM","August 25, 2022"
Luchita,243.3,Gasto,Luz,PAGO DE LUZ DEL SUR,https://res.cloudinary.com/gscloudinary/image/upload/v1661647912/conta-fam/wv3traalf8ojbnbrjijn.jpg,"August 27, 2022 7:51 PM","August 27, 2022"
Luchita,21,Gasto,Bodega,Desayuno,https://res.cloudinary.com/gscloudinary/image/upload/v1661648032/conta-fam/rpqvnglnv8joseev4nun.jpg,"August 27, 2022 7:53 PM","August 27, 2022"
Luchita,31.8,Gasto,Otros,Deslizador con felpa,https://res.cloudinary.com/gscloudinary/image/upload/v1661648181/conta-fam/djwbrpeznyihss85fjk7.jpg,"August 27, 2022 7:56 PM","August 27, 2022"
Juanito,93,Gasto,Bodega,Varios,,"August 27, 2022 8:54 PM","August 26, 2022"
Luchita,4.5,Gasto,Bodega,Queso,https://res.cloudinary.com/gscloudinary/image/upload/v1661825497/conta-fam/hwlqm00xwnbnmto8yviq.jpg,"August 29, 2022 9:11 PM","August 28, 2022"
Luchita,47.5,Gasto,Bodega,Pollo mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1661825582/conta-fam/khytw7lnnttmwvyir2jr.jpg,"August 29, 2022 9:13 PM","July 28, 2022"
Luchita,47.5,Gasto,Bodega,Pollo mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1661825602/conta-fam/onkss0htmjnkewrzqdvk.jpg,"August 29, 2022 9:13 PM","July 28, 2022"
Luchita,17.4,Gasto,Bodega,"Verduras ",https://res.cloudinary.com/gscloudinary/image/upload/v1661825706/conta-fam/bob0idng6nxbod8u70zm.jpg,"August 29, 2022 9:15 PM","August 28, 2022"
Luchita,38.5,Gasto,Bodega,Bodega mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1661825773/conta-fam/trrgbfvgz966cnud6exa.jpg,"August 29, 2022 9:16 PM","August 28, 2022"
Luchita,24.7,Gasto,Bodega,"Fruta, leches y otros ",https://res.cloudinary.com/gscloudinary/image/upload/v1661825878/conta-fam/fjwloeashdhg4w3is9by.jpg,"August 29, 2022 9:17 PM","August 28, 2022"
Luchita,18,Gasto,Bodega,"Condimentos y leche,  pagado en efectivo",,"August 29, 2022 9:19 PM","August 28, 2022"
Luchita,15,Gasto,Bodega,Bodega domingo noche,https://res.cloudinary.com/gscloudinary/image/upload/v1661826097/conta-fam/ubxpmnxa04b1rqhxho3n.jpg,"August 29, 2022 9:21 PM","August 28, 2022"
Juanito,16,Gasto,Bodega,"Huevos,pan,palta",,"August 29, 2022 9:33 PM","August 29, 2022"
Juanito,64,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1661826826/conta-fam/kqhkammmcfboqvykmirk.jpg,"August 29, 2022 9:33 PM","August 29, 2022"
Juanito,5,Gasto,Farmacia,Canis,,"September 1, 2022 8:57 AM","August 31, 2022"
Juanito,20,Gasto,Bodega,"Pan, shampoo,paltas,jabón,",,"September 1, 2022 8:58 AM","August 31, 2022"
Juanito,55,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1662040798/conta-fam/j4xe0xkezqx8k8vtviul.jpg,"September 1, 2022 8:59 AM","August 31, 2022"
Juanito,32,Gasto,Bodega,"Huevos,pan,3 paltas,leche, mayonesa, ",,"September 1, 2022 11:49 PM","September 1, 2022"
Juanito,30,Gasto,Carro,Lavado,,"September 1, 2022 11:50 PM","September 1, 2022"
Juanito,30,Gasto,Bodega,"Arroz,2paltas,esponja,jabón,pan,",,"September 6, 2022 8:50 AM","September 5, 2022"
Juanito,50,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1662472291/conta-fam/dgqoiihydmfytqnlvdob.jpg,"September 6, 2022 8:51 AM","September 5, 2022"
Juanito,80,Gasto,Bodega,"Gastos de viernes, sábado y domingo.",,"September 6, 2022 7:07 PM","September 2, 2022"
Juanito,15,Gasto,Bodega,"Pan,palta,plátano, mandarina,jabon",,"September 7, 2022 8:54 AM","September 6, 2022"
Juanito,15,Gasto,Otros,"Mi menú ",,"September 7, 2022 8:55 AM","September 6, 2022"
Juanito,50,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1662558961/conta-fam/fq1zu68gzf3lqcb4dzle.jpg,"September 7, 2022 8:56 AM","September 6, 2022"
Juanito,30,Gasto,Bodega,"Aceite, huevos,palta, mostaza ",,"September 8, 2022 9:22 AM","September 7, 2022"
Juanito,15,Gasto,Otros,"Mi menú ",,"September 8, 2022 9:23 AM","September 7, 2022"
Juanito,35,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1662647024/conta-fam/ryusfrkno3e7dtzrssdd.jpg,"September 8, 2022 9:23 AM","September 7, 2022"
Luchita,47.5,Gasto,Bodega,Pollo mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1662692299/conta-fam/qtwaxhz3sbynmidcnkhn.jpg,"September 8, 2022 9:58 PM","August 28, 2022"
Luchita,59,Gasto,Gas,Gas,https://res.cloudinary.com/gscloudinary/image/upload/v1662692563/conta-fam/gdsyk3qnulambfric1ii.jpg,"September 8, 2022 10:02 PM","September 2, 2022"
Luchita,15.64,Gasto,Mantenimiento,"Contingencia ",https://res.cloudinary.com/gscloudinary/image/upload/v1662692697/conta-fam/k44taahdcvwgxjwjupsn.jpg,"September 8, 2022 10:04 PM","September 4, 2022"
Luchita,4.5,Gasto,Bodega,Queso,https://res.cloudinary.com/gscloudinary/image/upload/v1662692915/conta-fam/enyd77x64ofrj3ll5nmj.jpg,"September 8, 2022 10:08 PM","September 6, 2022"
Luchita,16,Gasto,Bodega,Filetes de pollo,https://res.cloudinary.com/gscloudinary/image/upload/v1662693067/conta-fam/g9jly76jjshbvevo7pxx.jpg,"September 8, 2022 10:11 PM","September 6, 2022"
Luchita,7,Gasto,Bodega,"Mandarina, leche",https://res.cloudinary.com/gscloudinary/image/upload/v1662693188/conta-fam/jh1nvmlfzgp4vnth0hzn.jpg,"September 8, 2022 10:13 PM","September 6, 2022"
Luchita,14.5,Gasto,Bodega,Bodega,https://res.cloudinary.com/gscloudinary/image/upload/v1662693303/conta-fam/qvdzo8yenatfpbif8io0.jpg,"September 8, 2022 10:15 PM","September 6, 2022"
Luchita,149.37,Gasto,Mantenimiento,"Mantenimiento edificio ",https://res.cloudinary.com/gscloudinary/image/upload/v1662693605/conta-fam/fzfrmf8uw5ibcs1guock.jpg,"September 8, 2022 10:20 PM","September 4, 2022"
Luchita,50.1,Gasto,Otros,Individuales,https://res.cloudinary.com/gscloudinary/image/upload/v1662697404/conta-fam/fyfful5wcnbmkoelj9nx.jpg,"September 8, 2022 11:23 PM","August 27, 2022"
Luchita,200,Gasto,Cochera,Cochera,https://res.cloudinary.com/gscloudinary/image/upload/v1662697519/conta-fam/jhmjiyafmgpchmj81ueb.jpg,"September 8, 2022 11:25 PM","September 1, 2022"
Luchita,50.6,Gasto,Bodega,"PH, Aceitunas, Lechuga ",https://res.cloudinary.com/gscloudinary/image/upload/v1662697966/conta-fam/dnfr0ec0678emzabydt3.jpg,"September 8, 2022 11:32 PM","August 30, 2022"
Juanito,32,Gasto,Bodega,"Atúnes,mayonesa,pan,papa,palta",,"September 9, 2022 9:04 AM","September 8, 2022"
Juanito,10,Gasto,Otros,Luchi tren,,"September 9, 2022 9:04 AM","September 8, 2022"
Juanito,38,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1662732309/conta-fam/o8evixlvmfu91itamskg.jpg,"September 9, 2022 9:05 AM","September 8, 2022"
Juanito,20,Gasto,Bodega,"Leche,queso,palta,pan, spray ",,"September 10, 2022 9:14 AM","September 9, 2022"
Juanito,60,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1662819326/conta-fam/juvwmjzqpfmsmjrv1nwd.jpg,"September 10, 2022 9:15 AM","September 9, 2022"
Luchita,74,Gasto,Internet,"Pago de Internet ",https://res.cloudinary.com/gscloudinary/image/upload/v1662821475/conta-fam/pcusvim8w8wb7fwfzxp5.jpg,"September 10, 2022 9:51 AM","September 10, 2022"
Luchita,29.8,Gasto,Bodega,"Fresa, leches, Detergente,  Suavizante ",https://res.cloudinary.com/gscloudinary/image/upload/v1662828366/conta-fam/xgyc7hmjgnkp0esokfcq.jpg,"September 10, 2022 11:46 AM","September 10, 2022"
Juanito,107.43,Gasto,Bodega,COMPRAS EN WONG,https://res.cloudinary.com/gscloudinary/image/upload/v1662953544/conta-fam/y4pwnxo88vhtk4c2zqnp.jpg,"September 11, 2022 10:32 PM","September 11, 2022"
Juanito,20,Gasto,Carro,Lavado,,"September 14, 2022 3:49 PM","September 12, 2022"
Juanito,10,Gasto,Otros,"Tarjeta tren Luchi ",,"September 14, 2022 3:50 PM","September 12, 2022"
Juanito,52,Gasto,Bodega,"Leche,paltas,pan,arroz,papa,mayonesa",,"September 14, 2022 3:52 PM","September 12, 2022"
Juanito,44,Gasto,Otros,"Vea, 2 tapers,keke",https://res.cloudinary.com/gscloudinary/image/upload/v1663189150/conta-fam/fyq1ltr7caenip8z7e3p.jpg,"September 14, 2022 3:59 PM","September 13, 2022"
Juanito,19,Gasto,Bodega,"Mandarina, granada,pasas,paltas,papa, zanahoria,arvejita,2 café",,"September 14, 2022 4:03 PM","September 13, 2022"
Juanito,17,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1663189453/conta-fam/o0tmwp4dy9pbrft1mrok.jpg,"September 14, 2022 4:04 PM","September 13, 2022"
Luchita,23.28,Gasto,Bodega,"En tottus, bistecs y pimientos",https://res.cloudinary.com/gscloudinary/image/upload/v1663206088/conta-fam/iadvzr2kgpqkbwc2y06k.jpg,"September 14, 2022 8:41 PM","September 14, 2022"
Juanito,13,Gasto,Bodega,"Sapolio,palta,bellaco,pan",,"September 14, 2022 9:30 PM","September 14, 2022"
Juanito,24,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1663209094/conta-fam/takjpxwkdeoisllsq4te.jpg,"September 14, 2022 9:31 PM","September 14, 2022"
Juanito,43,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1663209136/conta-fam/rcieaagrhhsthmhdt1q6.jpg,"September 14, 2022 9:32 PM","September 14, 2022"
Luchita,14.2,Gasto,Bodega,Pollo mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1663213075/conta-fam/sgal6obys8jf9vtjuieg.jpg,"September 14, 2022 10:37 PM","September 13, 2022"
Luchita,14.2,Gasto,Bodega,Pollo mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1663213188/conta-fam/tgvejjhwtgk6turzjyss.jpg,"September 14, 2022 10:39 PM","September 13, 2022"
Luchita,48.24,Gasto,Bodega,"Tottus, pan, Anís, queso, tamales",https://res.cloudinary.com/gscloudinary/image/upload/v1663393113/conta-fam/qpn7gqacveke4cr1bkou.jpg,"September 17, 2022 12:38 AM","September 16, 2022"
Juanito,20,Gasto,Otros,A Luchi tren,,"September 18, 2022 5:25 PM","September 15, 2022"
Juanito,20,Gasto,Bodega,"Bodega ",,"September 18, 2022 5:26 PM","September 15, 2022"
Juanito,23,Gasto,Otros,Tambo,,"September 18, 2022 5:26 PM","September 16, 2022"
Juanito,17,Gasto,Bodega,"Bodega ",,"September 18, 2022 5:27 PM","September 16, 2022"
Juanito,46,Gasto,Bodega,"Pollo,leche,pan,palta,bolsas de basura.",,"September 19, 2022 9:53 PM","September 19, 2022"
Juanito,34,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1663642593/conta-fam/wv64r3sjlehc6yg7adtp.jpg,"September 19, 2022 9:56 PM","September 19, 2022"
Luchita,50,Gasto,Bodega,Hice yape a Juan para compras,https://res.cloudinary.com/gscloudinary/image/upload/v1663816033/conta-fam/ul67lmiuplu3wymwzbdd.jpg,"September 21, 2022 10:07 PM","September 17, 2022"
Luchita,31,Gasto,Bodega,Hice yape a Juan para compras domingo pm,https://res.cloudinary.com/gscloudinary/image/upload/v1663816124/conta-fam/zwegx3j6fkeszwn4hw9s.jpg,"September 21, 2022 10:08 PM","September 18, 2022"
Luchita,65,Gasto,Celular,"Celular de Juan ",https://res.cloudinary.com/gscloudinary/image/upload/v1663816826/conta-fam/sadjfha8muyti7sygsyc.jpg,"September 21, 2022 10:20 PM","September 19, 2022"
Juanito,40,Gasto,Bodega,"Papa, zanahoria, arvejita,pan,leche, mayonesa,huevos ",,"September 21, 2022 11:20 PM","September 20, 2022"
Juanito,24,Gasto,Bodega,"Arroz,palta, fideos,jabón,pan",,"September 22, 2022 8:58 AM","September 21, 2022"
Juanito,46,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1663855156/conta-fam/vfi4bqbsrrhfhqmoe4bq.jpg,"September 22, 2022 8:59 AM","September 21, 2022"
Juanito,32,Gasto,Bodega,"2atunes,2paltas, shampoo,pan,mayonesa",,"September 23, 2022 8:55 AM","September 22, 2022"
Juanito,30,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1663963322/conta-fam/ezeltpwqqmtpa6lwfgvp.jpg,"September 23, 2022 3:02 PM","September 22, 2022"
Juanito,22,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1664060480/conta-fam/cghy6zuir8udrch5s6aj.jpg,"September 24, 2022 6:01 PM","September 23, 2022"
Juanito,15,Gasto,Otros,"Mi menú ",,"September 24, 2022 6:02 PM","September 23, 2022"
Juanito,35,Gasto,Bodega,"Huevos,fresa,leche, mandarina, plátanos, jabón,esponja.",,"September 24, 2022 6:05 PM","September 23, 2022"
Luchita,30,Gasto,Bodega,"Compras bodega para almuerzo domingo ",https://res.cloudinary.com/gscloudinary/image/upload/v1664239205/conta-fam/vjl5fgcrmod1cfjh7ztb.jpg,"September 26, 2022 7:40 PM","September 25, 2022"
Luchita,52,Gasto,Bodega,Pollo mercado y otros,https://res.cloudinary.com/gscloudinary/image/upload/v1664239272/conta-fam/zuhog1lhjh2bcysrmmum.jpg,"September 26, 2022 7:41 PM","September 25, 2022"
Luchita,15,Gasto,Bodega,Bodega compras domingo pm,https://res.cloudinary.com/gscloudinary/image/upload/v1664239334/conta-fam/tkivd5jhcr5vlrh47qod.jpg,"September 26, 2022 7:42 PM","September 26, 2022"
Luchita,247.1,Ingreso,Depósito,Transferencia para pago de luz del sur,,"September 26, 2022 7:43 PM","September 26, 2022"
Luchita,247.1,Gasto,Luz,Pago de luz del sur,https://res.cloudinary.com/gscloudinary/image/upload/v1664239453/conta-fam/c1osk9zgcrtqta43uovc.jpg,"September 26, 2022 7:44 PM","September 26, 2022"
Luchita,79.6,Gasto,Otros,Sodimac,https://res.cloudinary.com/gscloudinary/image/upload/v1664240354/conta-fam/j35ublfonmjuycesmsgu.jpg,"September 26, 2022 7:59 PM","September 25, 2022"
Luchita,100.2,Gasto,Otros,Dolarcity,https://res.cloudinary.com/gscloudinary/image/upload/v1664240476/conta-fam/z9zkwigquomhigg8fuik.jpg,"September 26, 2022 8:01 PM","September 25, 2022"
Juanito,21,Gasto,Bodega,"Pan, aceite, mandarina,palta.",,"September 26, 2022 11:08 PM","September 26, 2022"
Juanito,59,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1664251777/conta-fam/zsiwg9onplobbqhmrs8e.jpg,"September 26, 2022 11:09 PM","September 26, 2022"
Juanito,50,Gasto,Bodega,"Café,pan,palta, huevos, queso, hogdog,jabon",,"September 28, 2022 2:36 PM","September 27, 2022"
Juanito,30,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1664393799/conta-fam/z44gyad1wuhd9ovvlz01.jpg,"September 28, 2022 2:36 PM","September 27, 2022"
Juanito,40,Gasto,Bodega,"Pollo, fideos,pan,palta, queso,galletas,leche",,"September 29, 2022 2:42 PM","September 28, 2022"
Juanito,35,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1664480594/conta-fam/epxwiqb5vtkgdwlaqaqd.jpg,"September 29, 2022 2:43 PM","September 28, 2022"
Juanito,55,Gasto,Bodega,"Atúnes,mayonesa,3paltas,jabón,pan, plátanos, mandarina ",,"September 30, 2022 9:02 AM","September 29, 2022"
Juanito,25,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1664546583/conta-fam/rfpvsbp5ip6esc7itycr.jpg,"September 30, 2022 9:03 AM","September 29, 2022"
